Date,AMZN_P,BABA_P,WMT_P,AAPL_P,JD_P,AMZN_V,BABA_V,WMT_V,AAPL_V,JD_V
2021-02-17,3308.639893,270.8299866,145.4792023,130.4227295,106.8799973,3297500,13262400,8523700,97918500,11456400
2021-02-18,3328.22998,264.5100098,136.0507202,129.2963409,105.4300003,3027400,15382300,32309100,96856700,8646100
2021-02-19,3249.899902,263.5899963,136.7227631,129.4558105,106.0899963,4305200,14718400,12202000,87668800,6451200
2021-02-22,3180.73999,254,136.0803833,125.5981598,97.66000366,3515700,14403500,10702200,103916400,13054100
2021-02-23,3194.5,252.75,133.886322,125.4586105,99.47000122,4677200,15980300,10433400,158273000,13873500
2021-02-24,3159.530029,250.3399963,131.6527405,124.9502411,96.37000275,3011300,12831700,15521900,111039900,11915000
2021-02-25,3057.159912,240.1799927,130.4074707,120.6041412,93.36000061,4533800,17967300,11108200,148199500,11309200
2021-02-26,3092.929932,237.7599945,128.4011993,120.8732834,93.87000275,4275900,17470700,14156900,164560400,14582100
2021-03-01,3146.139893,241.6900024,129.8342438,127.3824539,98.01999664,2729100,14043300,11544800,116307900,9901200
2021-03-02,3094.530029,234.4199982,128.5889893,124.7209778,96.37999725,2595800,14644200,9743600,102260900,8151700
2021-03-03,3005,236.2700043,126.0984344,121.6707306,93.62000275,3988700,13571700,13945800,112966300,11139700
2021-03-04,2977.570068,230.5,126.0391464,119.7468796,90.76999664,5481600,22964800,15116000,178155000,17791000
2021-03-05,3000.459961,233.8899994,127.6105576,121.0327682,90.62000275,5388600,15988400,11357900,153766600,16834200
2021-03-08,2951.949951,226.6900024,126.3850555,115.9889069,85.36000061,4185000,17138400,13662800,154376600,13504200
2021-03-09,3062.850098,238.1399994,127.3832397,120.7038193,89.52999878,4030000,15291300,10662900,129525800,11581500
2021-03-10,3057.639893,234.3000031,130.6347809,119.5973663,89.33000183,3012500,10491200,14976400,111943300,9256300
2021-03-11,3113.590088,240.8000031,130.5853729,121.5710449,90.01000214,2776400,15162500,11829900,103026500,24719800
2021-03-12,3089.48999,231.8699951,132.5520935,120.6440125,84.01999664,2421900,17778400,9479200,88105100,24764000
2021-03-15,3081.679932,230.2799988,131.870163,123.5945663,85.12999725,2913600,14499700,8357300,92403800,12745700
2021-03-16,3091.860107,226.9299927,131.8306427,125.1695328,85.76000214,2538800,19336600,6627000,115227900,10145200
2021-03-17,3135.72998,233.3399963,130.7336273,124.3621216,85.37000275,3118600,16949500,8052100,111932600,11941600
2021-03-18,3027.98999,236.4299927,129.0266113,120.145607,83.90000153,3649600,14822300,9938500,121229700,10261100
2021-03-19,3074.959961,239.7899933,130.7435455,119.6073303,84.98999786,4625400,15959700,19234500,185549500,13364500
2021-03-22,3110.870117,237.1199951,131.3687744,122.9964905,84.97000122,2902200,12063200,8218000,111912300,7398800
2021-03-23,3137.5,237.6699982,132.9269104,122.1492004,83.51000214,3817300,12295600,9718300,95467100,8862500
2021-03-24,3087.070068,229.5899963,132.1031799,119.7070084,79.06999969,2959000,15949900,7849100,88530500,17406100
2021-03-25,3046.26001,222.7200012,132.9963684,120.2054138,78.70999908,3563500,24819800,9375300,98844700,14599200
2021-03-26,3052.030029,227.2599945,134.1079102,120.8234329,82.06999969,3312900,22030800,9551200,94071200,19789600
2021-03-29,3075.72998,231.8600006,135.6362457,121.002861,81.76000214,2746000,18029100,10048800,80819200,8989000
2021-03-30,3055.290039,229.25,134.7132874,119.5176163,83,2337600,14828700,9076700,85671900,7102200
2021-03-31,3094.080078,226.7299957,134.8026123,121.7604446,84.33000183,3093900,16825400,8182000,118323800,10140600
2021-04-01,3161,224.3600006,134.5941772,122.6077271,84.30999756,2940300,23497500,8531700,75089100,11909100
2021-04-05,3226.72998,225.3000031,138.3753662,125.4984894,82.48999786,3334900,14962100,13347700,88651200,9268300
2021-04-06,3223.820068,230.5700073,139.0403137,125.8074951,83.51000214,2537800,18100400,10348200,80171300,8909500
2021-04-07,3279.389893,225.4199982,138.7425842,127.4921112,81.25,3346200,18034900,6787200,83466700,9445200
2021-04-08,3299.300049,228.2400055,138.6532593,129.9442596,82.13999939,2812100,12211300,6365200,88844600,6651800
2021-04-09,3372.199951,223.3099976,138.7227173,132.5758362,80.41000366,4341500,19763000,6892200,106686700,8313400
2021-04-12,3379.389893,244.0099945,138.7425842,130.8214569,78.65000153,3281800,57500300,6241000,91420000,14302500
2021-04-13,3400,241.8899994,138.3158264,134.0012665,78.80000305,3315800,20793000,5799300,91266500,12511500
2021-04-14,3333,239.2299957,138.2662048,131.6089325,78.12000275,3145200,12405200,7308200,87222800,8603700
2021-04-15,3379.090088,239.0899963,139.0998535,134.0710602,77.48999786,3233600,11288900,7236800,89347100,8614400
2021-04-16,3399.439941,238.6900024,139.5464478,133.7321472,77.04000092,3186000,14418800,8829500,84922400,13891600
2021-04-19,3372.01001,234.7799988,138.6532593,134.4099731,76.94999695,2725400,11216000,6427000,94264200,9509000
2021-04-20,3334.689941,229.8800049,139.7250824,132.6855011,74.55000305,2623000,12093900,8150700,94812300,15550800
2021-04-21,3362.02002,229.4400024,140.1319733,133.074234,75.72000122,2211200,14315900,5778400,68847100,10833500
2021-04-22,3309.040039,229.3500061,138.6135559,131.5192261,76.11000061,2580600,11986200,6568400,84566500,9509000
2021-04-23,3340.879883,232.0800018,138.8418121,133.8916321,76.75,3192800,8967000,7657000,78657500,9582700
2021-04-26,3409,232.6999969,136.8668823,134.2903595,76.13999939,4880700,7792900,7615400,66905100,12238600
2021-04-27,3417.429932,235.9199982,137.3333282,133.9614105,78.45999908,3827100,11646300,5383800,66015800,11834100
2021-04-28,3458.5,236.7200012,136.8470306,133.1539917,79.05999756,4631900,9187700,4762200,107760100,7035500
2021-04-29,3471.310059,234.1799927,138.5738678,133.054306,77.83000183,7682400,9552800,6532000,151101000,7327300
2021-04-30,3467.419922,230.9499969,138.8517456,131.0407562,77.36000061,7009300,9326400,6560000,109839500,6386900
2021-05-03,3386.48999,230.7100067,141.0450134,132.1172943,77.01999664,5875500,13620900,9046500,75135100,6255500
2021-05-04,3311.870117,227.8999939,139.6556244,127.4422607,76.08000183,5439400,13260500,6361400,137564700,8822000
2021-05-05,3270.540039,226.7799988,139.5365143,127.6914673,75.54000092,3711300,10013800,6117000,84000900,5580200
2021-05-06,3306.370117,226.4199982,140.5328522,129.3262482,76.38999939,4447700,12247700,5434000,78128300,8142900
2021-05-07,3291.610107,225.3099976,139.6859741,130.015213,75.51000214,4710300,10550000,7802800,78973300,7808500
2021-05-10,3190.48999,219.5299988,140.3037109,126.6602249,71.40000153,5838600,17266700,8769200,88071200,16602000
2021-05-11,3223.909912,221.3800049,139.0383606,125.7216415,72.77999878,4619800,13887700,8821400,126142800,10507200
2021-05-12,3151.939941,219.8999939,135.4415894,122.5863342,71.25,4936400,20366900,8666100,112172300,8704100
2021-05-13,3161.469971,206.0800018,137.7331696,124.7830429,67.02999878,3350900,51693900,7158400,105861300,34600000
2021-05-14,3222.899902,209.5099945,139.0084686,127.2593307,68.15000153,3325000,31626800,5363900,81918000,19366700
2021-05-17,3270.389893,211.0500031,138.3807678,126.0810928,68.20999908,3723900,20529800,6558600,74244600,11958000
2021-05-18,3232.280029,213.7200012,141.3897095,124.6632233,69.73999786,2828400,19519400,19394600,63342900,12594000
2021-05-19,3231.800049,212.5399933,141.3996582,124.5034637,70.58000183,2679700,17030400,11624900,92612000,15617800
2021-05-20,3247.679932,216.9900055,141.8978271,127.1195374,73.69999695,2633200,19123400,10180300,76857100,18384500
2021-05-21,3203.080078,211.0599976,141.2302856,125.2423553,72.75,4104900,22825500,7642500,79295400,10657700
2021-05-24,3244.98999,210.4400024,141.2402496,126.9098511,71.66000366,2422800,15884200,6315300,63092900,8740200
2021-05-25,3259.050049,211.1300049,141.8181152,126.7101593,72.80999756,3261100,14116100,7168400,72009500,9399000
2021-05-26,3265.159912,211.7799988,141.6487427,126.6602249,73.19999695,2384000,9405800,6431400,56575900,6598700
2021-05-27,3230.110107,212.7400055,141.170517,125.0925751,72.83000183,2561200,18680200,18859000,94625600,9926200
2021-05-28,3223.070068,213.9600067,141.5092621,124.423584,73.94000244,2329800,10401500,7062100,71311100,7876400
2021-06-01,3218.649902,219.4799957,141.140625,124.0940704,78.33000183,2430000,23052800,6922500,67637100,21292100
2021-06-02,3233.98999,219.5899963,140.8317566,124.8729019,76.54000092,2014500,13126400,7766000,59278900,9419900
2021-06-03,3187.01001,217.0399933,141.0808411,123.3551865,75.51999664,2398300,12448100,6124800,76229200,12027700
2021-06-04,3206.219971,219.0200043,141.3299255,125.7016678,75.43000031,2249700,8999100,4545300,75169300,8264600
2021-06-07,3198.01001,216.8999939,140.3833923,125.7116547,74.68000031,2215800,9928600,5543600,71057600,8419500
2021-06-08,3264.110107,215.8200073,139.3173218,126.5503922,73.27999878,3416700,9443000,6706900,74403800,8902700
2021-06-09,3281.149902,213.3200073,138.5700836,126.9398117,72.63999939,2455500,10233600,5695100,56877900,7421500
2021-06-10,3349.649902,213.0700073,139.3671417,125.9213409,71.84999847,3476500,10735900,5459500,71186400,9476600
2021-06-11,3346.830078,211.6399994,140.2339478,127.1594772,71.19000244,2817400,12276600,8410800,53522400,11387100
2021-06-14,3383.870117,213.9400024,140.0446472,130.28479,71.43000031,2569700,10773100,5046900,96906500,8032100
2021-06-15,3383.129883,210.0599976,139.4867096,129.4460602,70.83999634,2426200,12167000,6442400,62746300,8455600
2021-06-16,3415.25,209.3200073,136.6471405,129.9552917,71.48999786,4202800,10917800,9598300,91815000,12306500
2021-06-17,3489.23999,211.6000061,137.2150574,131.5928345,73.5,5136500,11233700,6447300,96721700,12894000
2021-06-18,3486.899902,212.3000031,134.674408,130.2648315,71.62000275,5247700,13724600,14937600,108953300,27666500
2021-06-21,3453.959961,211.0599976,135.8999023,132.1020813,72.62000275,3277100,9273800,6925000,79663300,8410100
2021-06-22,3505.439941,211.3200073,136.5275879,133.7795563,73.30000305,3345100,11092100,6369000,74783600,10250400
2021-06-23,3503.820068,214.8600006,135.4615173,133.4999847,73.13999939,2813300,13785800,6463500,60214200,7976600
2021-06-24,3449.080078,218.3800049,136.4080353,133.2104187,74.90000153,3832000,13488200,7814700,68711000,9800100
2021-06-25,3401.459961,228.5,138.0220947,132.9108734,78.23000336,3941000,27383900,9546900,70783700,16604500
2021-06-28,3443.889893,228.5899963,137.5936737,134.5783691,77.12000275,2242800,13564900,5183000,62111300,8379000
2021-06-29,3448.139893,229.4400024,136.7966003,136.1260529,79.75,2098400,10273800,11987500,64556100,11876400
2021-06-30,3440.159912,226.7799988,140.5029755,136.7551117,79.80999756,2404000,9348600,15170400,63261400,11264000
2021-07-01,3432.969971,221.8699951,138.8092041,137.0646515,77.44000244,2037100,13316400,8782900,52485800,11108600
2021-07-02,3510.97998,217.75,139.5962982,139.7506256,76.23000336,3169400,12989200,8760200,78852600,8013700
2021-07-06,3675.73999,211.6000061,139.4269257,141.8075409,72.38999939,6744800,23719900,6093100,108181800,15591300
2021-07-07,3696.580078,208,139.1977692,144.3537292,72.69999695,5328100,18340400,8535800,104911600,10459500
2021-07-08,3731.409912,199.8500061,139.0782013,143.0257111,70.88999939,5180600,33992500,7089000,105575500,11918800
2021-07-09,3719.340088,205.9400024,139.785614,144.8929138,73.55999756,3748200,16911300,5061800,99890800,11205400
2021-07-12,3718.550049,205.4799957,139.5365295,144.2838287,73.16999817,2571600,11259500,6505000,76299700,5664100
2021-07-13,3677.360107,209.5099945,140.0645752,145.4221191,76.51999664,3845900,17375900,6315900,100827100,15412800
2021-07-14,3681.679932,211.5,141.0310211,148.9268646,75.44999695,3296600,19484200,6270700,127050800,9620600
2021-07-15,3631.199951,214.7599945,141.140625,148.2578735,76.86000061,3185300,14283600,5991600,106820300,9169900
2021-07-16,3573.629883,212.1000061,141.0409851,146.17099,75.58999634,4043700,11150200,6031800,93251400,6527700
2021-07-19,3549.590088,208.9100037,140.7121887,142.2368927,74.22000122,3784600,15865800,9127700,121434600,9476900
2021-07-20,3573.189941,210.5899963,141.3498383,145.9313507,73.87000275,3255700,9986800,6340100,96350000,6612400
2021-07-21,3585.199951,211.0800018,140.6524048,145.1824799,75.30000305,2319000,7650300,6197300,74993500,6176000
2021-07-22,3638.030029,214.0399933,140.7520447,146.5803833,75.91000366,3265400,10563100,4337800,77338200,4531900
2021-07-23,3656.639893,206.5299988,141.9077911,148.3377533,72.29000092,2436300,25539900,5315800,71447400,20290000
2021-07-26,3699.820068,191.7599945,142.1070709,148.7671204,66.08000183,2900100,55736800,6172400,72434100,39967600
2021-07-27,3626.389893,186.0700073,142.1170197,146.5504303,64.76999664,4131900,59265700,5131900,104818600,44229200
2021-07-28,3630.320068,196.0099945,141.5391541,144.7631073,70.27999878,2999400,34535200,4690500,118931200,33628700
2021-07-29,3599.919922,197.5399933,141.7184906,145.4221191,71.93000031,5520000,23363200,3687700,56699500,17065000
2021-07-30,3327.590088,195.1900024,142.027359,145.6417847,70.87999725,9957100,17229100,5441700,70382000,9945400
2021-08-02,3331.47998,200.0899963,141.6985626,145.3023071,71.48999786,3353900,17889200,6652800,62880000,8422500
2021-08-03,3366.23999,197.3800049,143.2927094,147.1395416,70.23999786,4157300,20115900,6305100,64786600,8509500
2021-08-04,3354.719971,200.7100067,142.3162842,146.7301636,71.40000153,2183900,22327300,5100500,56368300,8074900
2021-08-05,3375.98999,199.2799988,144.9565735,146.8399963,70.73999786,2433500,9881400,9001800,46397700,7485500
2021-08-06,3344.939941,196.3899994,144.697525,146.1399994,69.58999634,2635300,11961300,6420200,54067400,6970500
2021-08-09,3341.870117,195.25,145.0462494,146.0899963,71.73000336,2148200,14657200,5270600,48908700,6342000
2021-08-10,3320.679932,195.7299957,148.1348724,145.6000061,71.76000214,2412600,9983700,12754000,69023100,5195300
2021-08-11,3292.110107,194.8600006,149.4599915,145.8600006,71.06999969,2947200,8985100,13818600,48493500,5674200
2021-08-12,3303.5,191.6600037,149.0599976,148.8899994,70.52999878,2314100,12873400,6089700,72282600,5781500
2021-08-13,3293.969971,188.6199951,149.5299988,149.1000061,69.86000061,2052800,15359100,5321900,59318800,5629800
2021-08-16,3298.98999,182.7100067,150.75,151.1199951,66.66999817,3319700,21020700,15930500,103296000,12498500
2021-08-17,3241.959961,173.7299957,150.6999969,150.1900024,64.26000214,3387900,40558000,16983400,92229700,13386000
2021-08-18,3201.219971,172.3500061,149.1000061,146.3600006,65.52999878,2804300,34339800,9403900,86326000,9352500
2021-08-19,3187.75,160.5500031,150.1100006,146.6999969,62.18999863,3782900,66663000,7543500,86960300,16724800
2021-08-20,3199.949951,157.9600067,151.4499969,148.1900024,63.61999893,3341200,71375700,6465300,59947400,14976300
2021-08-23,3265.870117,161.0599976,150.4499969,149.7100067,65.73000336,3268100,88699200,5388700,60131800,19782800
2021-08-24,3305.780029,171.6999969,148.8999939,149.6199951,75.22000122,2551800,62786400,6276300,48606400,35954700
2021-08-25,3299.179932,169.1000061,148.9600067,148.3600006,76.13999939,1680300,26055400,7307100,58991300,11311900
2021-08-26,3316,165.2400055,147.3500061,147.5399933,77.04000092,2098800,18816500,7822300,48597200,11581100
2021-08-27,3349.629883,159.4700012,146.5200043,148.6000061,76.43000031,2391300,31681600,7691300,55721500,12965300
2021-08-30,3421.570068,162.2899933,147.6999969,153.1199951,76.69000244,3192200,23769400,5480200,90956700,7979900
2021-08-31,3470.790039,166.9900055,148.1000061,151.8300018,78.55999756,4356400,24629100,8359500,86453100,13044400
2021-09-01,3479,173.2799988,147.7799988,152.5099945,80.77999878,3629900,29550200,6352200,80313700,12061500
2021-09-02,3463.120117,172,148.5599976,153.6499939,80.23999786,2923700,29302400,6672700,71115500,9903500
2021-09-03,3478.050049,170.3000031,149.25,154.3000031,79.85500336,2575700,16423500,5737300,57808700,8502200
2021-09-07,3509.290039,175.1600037,147.2700043,156.6900024,83.23999786,2737900,24608500,8448400,82278300,19339000
2021-09-08,3525.5,170.7100067,147.4600067,155.1100006,81.73000336,3053400,18993000,6502800,74420200,7158600
2021-09-09,3484.159912,167.3200073,146.4199982,154.0700073,80.26000214,2719200,17295800,7442900,57305700,9719300
2021-09-10,3469.149902,168.1000061,145.8899994,148.9700012,80.63999939,2393300,15050000,5255500,140646400,8225000
2021-09-13,3457.169922,165.4100037,145.0599976,149.5500031,80.16999817,2569000,15458600,6509800,102404300,7567700
2021-09-14,3450,160.1499939,144.3000031,148.1199951,77.90000153,1936900,20925900,5511300,109296300,11325000
2021-09-15,3475.790039,157.8600006,144.5500031,149.0299988,76.62999725,2957500,31796600,4950000,83281300,10901600
2021-09-16,3488.23999,156.2599945,145.0299988,148.7899933,77.16999817,2583600,24358900,6142800,68034100,7989400
2021-09-17,3462.52002,160.0500031,144.7299957,146.0599976,77.69000244,4616600,25489000,24344200,129868800,9779500
2021-09-20,3355.72998,151.4900055,142.7400055,142.9400024,74.15000153,4669100,36177500,8351500,123478900,10219400
2021-09-21,3343.629883,150.1799927,143.0200043,143.4299927,73.5,2780900,19494700,5812500,75834000,7431600
2021-09-22,3380.050049,151.8899994,142.6900024,145.8500061,75.91999817,2411400,19832000,5014800,76404300,7788400
2021-09-23,3416,151.1900024,142.7700043,146.8300018,76.12999725,2379400,24707500,5195100,64838200,4931500
2021-09-24,3425.52002,145.0800018,143.1699982,146.9199982,73.98000336,2116200,32067400,4453500,53477900,6085800
2021-09-27,3405.800049,150.1799927,142.25,145.3699951,76.43000031,3634500,24287400,7083600,74150700,7939000
2021-09-28,3315.959961,152.3899994,140.5,141.9100037,75.41999817,4430800,26299600,6860300,108972300,11185400
2021-09-29,3301.120117,147.5800018,140.4400024,142.8300018,71.62000275,2562300,17361300,7125200,74602000,12045200
2021-09-30,3285.040039,148.0500031,139.3800049,141.5,72.23999786,2842400,14291500,7485900,88934200,7131300
2021-10-01,3283.26001,144.1999969,137.0500031,142.6499939,70.01999664,2835600,20211000,10004800,94639600,8899900
2021-10-04,3189.780029,139.6300049,135.7299957,139.1399994,69.41000366,4523100,25218500,9990100,98322000,10249400
2021-10-05,3221,143.1399994,136.6199951,141.1100006,71.62000275,3269200,14032100,6865800,80861100,8558300
2021-10-06,3262.01001,144.1000061,137.6199951,142,71.87000275,2533000,14875900,6458900,83221100,6398200
2021-10-07,3302.429932,156,139.2400055,143.2899933,76.30000305,2409100,46035900,7022700,61732700,12415700
2021-10-08,3288.620117,161.5200043,139.6600037,142.8999939,78.61000061,1995500,33427400,4615000,58718700,11555900
